station_id,station_name,lat,lon,elev_m,year,annual_rainfall_mm
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1915,185.5
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1916,218.6
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1917,319.7
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1918,117.4
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1919,147.4
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1920,336.9
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1921,421.1
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1922,150.4
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1923,121.7
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1924,217.8
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1925,134.9
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1926,168.0
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1927,67.3
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1928,77.1
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1929,103.7
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1930,183.6
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1931,209.0
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1932,294.7
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1933,184.3
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1934,146.0
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1935,165.9
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1936,151.4
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1937,262.8
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1938,268.3
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1939,173.7
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1940,75.3
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1941,164.5
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1942,230.6
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1943,107.4
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1944,156.3
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1945,223.8
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1946,332.2
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1947,186.6
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1948,102.8
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1949,199.2
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1950,212.4
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1951,253.9
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1952,272.1
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1953,205.1
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1954,310.0
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1955,319.8
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1956,268.1
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1957,102.0
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1958,265.4
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1959,136.0
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1960,242.6
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1961,258.9
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1962,214.0
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1963,313.4
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1964,174.4
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1965,128.3
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1966,282.6
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1967,153.6
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1968,497.3
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1969,233.1
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1970,149.5
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1971,194.1
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1972,115.1
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1973,491.0
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1974,574.8
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1975,240.0
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1976,289.0
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1977,159.4
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1978,253.0
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1979,364.4
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1980,167.0
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1981,226.4
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1982,92.7
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1983,247.6
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1984,230.6
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1985,194.4
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1986,263.5
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1987,
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1988,180.2
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1989,330.6
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1990,206.0
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1991,214.6
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1992,584.7
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1993,235.0
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1994,149.0
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1995,204.0
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1996,182.0
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1997,
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1998,230.2
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,1999,257.9
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,2000,260.8
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,2001,252.0
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,2002,99.8
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,2003,183.6
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,2004,177.6
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,2005,233.4
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,2006,175.4
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,2007,344.2
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,2008,225.4
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,2009,236.2
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,2010,284.4
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,2011,287.2
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,2012,
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,2013,166.2
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,2014,
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,2015,220.2
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,2016,309.8
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,2017,206.0
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,2018,140.4
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,2019,90.8
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,2020,317.0
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,2021,192.4
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,2022,319.6
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,2023,274.1
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,2024,164.6
016005,CARRIEWERLOO STN,-32.4,137.23,175.0,2025,133.0
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1910,309.2
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1911,91.4
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1912,155.6
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1913,194.7
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1914,132.5
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1915,94.2
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1916,198.8
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1917,230.7
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1918,187.6
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1919,184.3
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1920,301.2
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1921,344.8
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1922,114.1
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1923,136.9
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1924,219.5
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1925,107.8
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1926,88.6
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1927,156.3
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1928,87.0
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1929,66.7
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1930,164.9
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1931,169.3
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1932,163.7
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1933,121.6
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1934,76.2
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1935,154.2
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1936,87.1
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1937,168.1
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1938,195.5
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1939,139.3
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1940,80.4
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1941,208.7
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1942,212.2
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1943,109.7
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1944,81.1
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1945,301.6
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1946,212.3
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1947,209.3
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1948,152.8
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1949,167.4
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1950,252.1
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1951,77.8
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1952,162.1
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1953,176.2
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1954,162.2
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1955,244.4
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1956,141.4
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1957,132.6
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1958,279.3
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1959,156.1
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1960,131.4
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1961,62.3
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1962,113.1
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1963,143.7
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1964,151.4
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1965,139.8
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1966,289.4
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1967,40.2
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1968,330.4
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1969,208.9
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1970,84.4
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1971,129.0
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1972,46.3
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1973,449.7
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1974,467.3
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1975,190.0
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1976,214.6
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1977,116.2
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1978,198.6
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1979,277.2
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1980,189.6
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1981,234.7
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1982,91.6
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1983,126.8
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1984,131.0
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1985,107.0
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1986,142.0
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1987,140.4
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1988,178.2
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1989,279.2
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1990,142.0
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1991,105.0
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1992,334.4
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1993,175.2
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1994,
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1995,212.6
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1996,133.6
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1997,
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1998,295.6
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,1999,145.4
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,2000,
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,2001,
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,2002,45.8
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,2003,
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,2004,158.2
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,2005,129.4
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,2006,79.8
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,2007,221.2
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,2008,135.8
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,2009,188.3
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,2010,242.9
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,2011,224.7
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,2012,58.7
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,2013,167.7
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,2014,135.2
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,2015,112.4
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,2016,261.0
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,2017,221.0
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,2018,125.0
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,2019,50.8
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,2020,175.8
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,2021,156.4
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,2022,
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,2023,203.2
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,2024,131.6
016006,COMMONWEALTH HILL,-29.94,134.15,181.0,2025,111.1
016009,COONDAMBO,-31.06,135.87,155.0,1886,93.4
016009,COONDAMBO,-31.06,135.87,155.0,1887,225.9
016009,COONDAMBO,-31.06,135.87,155.0,1888,97.4
016009,COONDAMBO,-31.06,135.87,155.0,1889,387.8
016009,COONDAMBO,-31.06,135.87,155.0,1890,227.5
016009,COONDAMBO,-31.06,135.87,155.0,1891,157.5
016009,COONDAMBO,-31.06,135.87,155.0,1892,185.0
016009,COONDAMBO,-31.06,135.87,155.0,1893,130.1
016009,COONDAMBO,-31.06,135.87,155.0,1894,92.2
016009,COONDAMBO,-31.06,135.87,155.0,1895,225.9
016009,COONDAMBO,-31.06,135.87,155.0,1896,163.9
016009,COONDAMBO,-31.06,135.87,155.0,1897,103.3
016009,COONDAMBO,-31.06,135.87,155.0,1898,137.1
016009,COONDAMBO,-31.06,135.87,155.0,1899,154.5
016009,COONDAMBO,-31.06,135.87,155.0,1900,100.9
016009,COONDAMBO,-31.06,135.87,155.0,1901,174.4
016009,COONDAMBO,-31.06,135.87,155.0,1902,85.2
016009,COONDAMBO,-31.06,135.87,155.0,1903,277.3
016009,COONDAMBO,-31.06,135.87,155.0,1904,182.8
016009,COONDAMBO,-31.06,135.87,155.0,1905,104.4
016009,COONDAMBO,-31.06,135.87,155.0,1906,177.4
016009,COONDAMBO,-31.06,135.87,155.0,1907,203.3
016009,COONDAMBO,-31.06,135.87,155.0,1908,251.6
016009,COONDAMBO,-31.06,135.87,155.0,1909,236.1
016009,COONDAMBO,-31.06,135.87,155.0,1910,306.1
016009,COONDAMBO,-31.06,135.87,155.0,1911,141.9
016009,COONDAMBO,-31.06,135.87,155.0,1912,216.5
016009,COONDAMBO,-31.06,135.87,155.0,1913,169.5
016009,COONDAMBO,-31.06,135.87,155.0,1914,110.6
016009,COONDAMBO,-31.06,135.87,155.0,1915,148.6
016009,COONDAMBO,-31.06,135.87,155.0,1916,196.1
016009,COONDAMBO,-31.06,135.87,155.0,1917,222.0
016009,COONDAMBO,-31.06,135.87,155.0,1918,144.0
016009,COONDAMBO,-31.06,135.87,155.0,1919,146.1
016009,COONDAMBO,-31.06,135.87,155.0,1920,324.9
016009,COONDAMBO,-31.06,135.87,155.0,1921,362.2
016009,COONDAMBO,-31.06,135.87,155.0,1922,117.9
016009,COONDAMBO,-31.06,135.87,155.0,1923,119.3
016009,COONDAMBO,-31.06,135.87,155.0,1924,169.1
016009,COONDAMBO,-31.06,135.87,155.0,1925,94.1
016009,COONDAMBO,-31.06,135.87,155.0,1926,112.9
016009,COONDAMBO,-31.06,135.87,155.0,1927,137.7
016009,COONDAMBO,-31.06,135.87,155.0,1928,49.9
016009,COONDAMBO,-31.06,135.87,155.0,1929,72.2
016009,COONDAMBO,-31.06,135.87,155.0,1930,154.2
016009,COONDAMBO,-31.06,135.87,155.0,1931,192.5
016009,COONDAMBO,-31.06,135.87,155.0,1932,181.9
016009,COONDAMBO,-31.06,135.87,155.0,1933,107.8
016009,COONDAMBO,-31.06,135.87,155.0,1934,132.3
016009,COONDAMBO,-31.06,135.87,155.0,1935,96.0
016009,COONDAMBO,-31.06,135.87,155.0,1936,88.0
016009,COONDAMBO,-31.06,135.87,155.0,1937,143.4
016009,COONDAMBO,-31.06,135.87,155.0,1938,226.1
016009,COONDAMBO,-31.06,135.87,155.0,1939,162.0
016009,COONDAMBO,-31.06,135.87,155.0,1940,42.2
016009,COONDAMBO,-31.06,135.87,155.0,1941,182.7
016009,COONDAMBO,-31.06,135.87,155.0,1942,128.6
016009,COONDAMBO,-31.06,135.87,155.0,1943,77.4
016009,COONDAMBO,-31.06,135.87,155.0,1944,69.9
016009,COONDAMBO,-31.06,135.87,155.0,1945,211.9
016009,COONDAMBO,-31.06,135.87,155.0,1946,349.1
016009,COONDAMBO,-31.06,135.87,155.0,1947,230.2
016009,COONDAMBO,-31.06,135.87,155.0,1948,52.4
016009,COONDAMBO,-31.06,135.87,155.0,1949,252.9
016009,COONDAMBO,-31.06,135.87,155.0,1950,254.3
016009,COONDAMBO,-31.06,135.87,155.0,1951,121.1
016009,COONDAMBO,-31.06,135.87,155.0,1952,185.7
016009,COONDAMBO,-31.06,135.87,155.0,1953,108.7
016009,COONDAMBO,-31.06,135.87,155.0,1954,201.3
016009,COONDAMBO,-31.06,135.87,155.0,1955,189.0
016009,COONDAMBO,-31.06,135.87,155.0,1956,221.7
016009,COONDAMBO,-31.06,135.87,155.0,1957,78.9
016009,COONDAMBO,-31.06,135.87,155.0,1958,205.7
016009,COONDAMBO,-31.06,135.87,155.0,1959,106.4
016009,COONDAMBO,-31.06,135.87,155.0,1960,170.8
016009,COONDAMBO,-31.06,135.87,155.0,1961,127.3
016009,COONDAMBO,-31.06,135.87,155.0,1962,91.5
016009,COONDAMBO,-31.06,135.87,155.0,1963,153.1
016009,COONDAMBO,-31.06,135.87,155.0,1964,133.0
016009,COONDAMBO,-31.06,135.87,155.0,1965,110.3
016009,COONDAMBO,-31.06,135.87,155.0,1966,199.0
016009,COONDAMBO,-31.06,135.87,155.0,1967,54.0
016009,COONDAMBO,-31.06,135.87,155.0,1968,237.7
016009,COONDAMBO,-31.06,135.87,155.0,1969,227.0
016009,COONDAMBO,-31.06,135.87,155.0,1970,113.2
016009,COONDAMBO,-31.06,135.87,155.0,1971,164.7
016009,COONDAMBO,-31.06,135.87,155.0,1972,57.2
016009,COONDAMBO,-31.06,135.87,155.0,1973,445.3
016009,COONDAMBO,-31.06,135.87,155.0,1974,502.8
016009,COONDAMBO,-31.06,135.87,155.0,1975,202.6
016009,COONDAMBO,-31.06,135.87,155.0,1976,173.0
016009,COONDAMBO,-31.06,135.87,155.0,1977,80.9
016009,COONDAMBO,-31.06,135.87,155.0,1978,140.8
016009,COONDAMBO,-31.06,135.87,155.0,1979,296.2
016009,COONDAMBO,-31.06,135.87,155.0,1980,112.2
016009,COONDAMBO,-31.06,135.87,155.0,1981,176.8
016009,COONDAMBO,-31.06,135.87,155.0,1982,68.0
016009,COONDAMBO,-31.06,135.87,155.0,1983,126.8
016009,COONDAMBO,-31.06,135.87,155.0,1984,134.0
016009,COONDAMBO,-31.06,135.87,155.0,1985,123.4
016009,COONDAMBO,-31.06,135.87,155.0,1986,167.8
016009,COONDAMBO,-31.06,135.87,155.0,1987,140.2
016009,COONDAMBO,-31.06,135.87,155.0,1988,148.6
016009,COONDAMBO,-31.06,135.87,155.0,1989,315.5
016009,COONDAMBO,-31.06,135.87,155.0,1990,236.8
016009,COONDAMBO,-31.06,135.87,155.0,1991,114.8
016009,COONDAMBO,-31.06,135.87,155.0,1992,488.8
016009,COONDAMBO,-31.06,135.87,155.0,1993,164.4
016009,COONDAMBO,-31.06,135.87,155.0,1994,86.2
016009,COONDAMBO,-31.06,135.87,155.0,1995,229.2
016009,COONDAMBO,-31.06,135.87,155.0,1996,148.6
016009,COONDAMBO,-31.06,135.87,155.0,1997,214.2
016009,COONDAMBO,-31.06,135.87,155.0,1998,260.7
016009,COONDAMBO,-31.06,135.87,155.0,1999,93.0
016009,COONDAMBO,-31.06,135.87,155.0,2000,201.7
016009,COONDAMBO,-31.06,135.87,155.0,2001,242.4
016009,COONDAMBO,-31.06,135.87,155.0,2002,44.2
016009,COONDAMBO,-31.06,135.87,155.0,2003,212.0
016009,COONDAMBO,-31.06,135.87,155.0,2004,126.4
016009,COONDAMBO,-31.06,135.87,155.0,2005,187.6
016009,COONDAMBO,-31.06,135.87,155.0,2006,76.0
016009,COONDAMBO,-31.06,135.87,155.0,2007,192.6
016009,COONDAMBO,-31.06,135.87,155.0,2008,
016009,COONDAMBO,-31.06,135.87,155.0,2009,
016009,COONDAMBO,-31.06,135.87,155.0,2010,209.8
016009,COONDAMBO,-31.06,135.87,155.0,2011,271.2
016009,COONDAMBO,-31.06,135.87,155.0,2012,91.2
016009,COONDAMBO,-31.06,135.87,155.0,2013,
016009,COONDAMBO,-31.06,135.87,155.0,2014,
016009,COONDAMBO,-31.06,135.87,155.0,2015,
016009,COONDAMBO,-31.06,135.87,155.0,2016,
016009,COONDAMBO,-31.06,135.87,155.0,2017,292.3
016009,COONDAMBO,-31.06,135.87,155.0,2018,160.5
016009,COONDAMBO,-31.06,135.87,155.0,2019,43.9
016022,KONDOOLKA,-32.0,134.88,271.0,1906,185.0
016022,KONDOOLKA,-32.0,134.88,271.0,1907,207.5
016022,KONDOOLKA,-32.0,134.88,271.0,1908,293.4
016022,KONDOOLKA,-32.0,134.88,271.0,1909,232.9
016022,KONDOOLKA,-32.0,134.88,271.0,1910,305.4
016022,KONDOOLKA,-32.0,134.88,271.0,1911,185.6
016022,KONDOOLKA,-32.0,134.88,271.0,1912,302.9
016022,KONDOOLKA,-32.0,134.88,271.0,1913,310.7
016022,KONDOOLKA,-32.0,134.88,271.0,1914,133.2
016022,KONDOOLKA,-32.0,134.88,271.0,1915,204.1
016022,KONDOOLKA,-32.0,134.88,271.0,1916,374.6
016022,KONDOOLKA,-32.0,134.88,271.0,1917,309.8
016022,KONDOOLKA,-32.0,134.88,271.0,1918,191.0
016022,KONDOOLKA,-32.0,134.88,271.0,1919,187.6
